bin_centre_year,p_gen_mean,p_gen_mean_bootstrap,p_gen_q05,p_gen_q95
207.5,0.014342420184995305,0.01434482021924017,0.013325653051978107,0.015382371558028959
212.5,0.029186129994886553,0.029145756116609536,0.027996238714795226,0.030361567179257018
217.5,0.021115686901245625,0.021117508323453306,0.020103113101326633,0.02228761160683285
222.5,0.010607924713612426,0.010619123246407592,0.00995562154597862,0.011312887115122799
227.5,0.00975496231493057,0.009768426342000836,0.008967088296981429,0.010543294734892171
232.5,0.010429764591311248,0.010454156906371557,0.009513186358813038,0.011454159805270207
237.5,0.006261231265058674,0.006249342093873593,0.0055882017368069255,0.006980778861183968
242.5,0.005946511360090965,0.005926480538711186,0.005309870670598883,0.006555155905935499
247.5,0.005360775801323498,0.005361698271061659,0.004730173490622801,0.005991334932679868
252.5,0.004656112849140456,0.0046558522321367085,0.004164325742922442,0.005141694553109428
257.5,0.0048767821667360725,0.0048793458094295444,0.004373740050076115,0.005402702212741291
262.5,0.0016168457032364435,0.0016153163348140342,0.001360503871999164,0.0018941770622825697
267.5,0.0018412607682535844,0.0018390766865798492,0.001571055311444337,0.0021213603059656466
272.5,0.006866325153352888,0.006877016039418381,0.005968884880675019,0.007824659562565305
277.5,0.0073872349829577424,0.007403570650495236,0.006262688000107416,0.008462670543666154
282.5,0.0016687732348084718,0.00165775356111124,0.0013656977915911213,0.0020182355631457862
287.5,0.0017231441924417936,0.0017194968112405886,0.0014208629897992109,0.0020536772747494886
292.5,0.02997697350036866,0.029967768305247132,0.029077361122022565,0.030848428212660026
297.5,0.03767279615544972,0.037657865034468656,0.03653402988053644,0.038778348836737864
302.5,0.03770616194164183,0.03767758703767928,0.03649266288882725,0.03887931088558957
307.5,0.03877114271259657,0.03874062809862712,0.037626715215748806,0.039883427662786644
312.5,0.03731443721568502,0.03730368655753023,0.03609873950106665,0.0384035833777336
317.5,0.03659820478299325,0.03657807203654505,0.03544166666881673,0.03766399750761028
322.5,0.036232189311140674,0.03622127715866882,0.03511663886152943,0.03728288588024936
327.5,0.0017213691081688417,0.0017288269919961536,0.0014317549289209095,0.0020286535079855252
332.5,0.0014922783474011294,0.0014960059348229787,0.0012767559463518054,0.001734856831563388
337.5,0.001979788449694339,0.0019923125418204895,0.0015830849218755904,0.002447587270330395
342.5,0.0013222053435847897,0.001327316112324189,0.0010327288722537442,0.001652228542908192
347.5,0.001349032804110187,0.0013353199744205472,0.0009481837633674988,0.0017680191015141805
