province,urban_context_city,n,mean_date_range,mean_date_range_bca_lo,mean_date_range_bca_hi,mean_date_range_pct_lo,mean_date_range_pct_hi,median_date_range,median_date_range_bca_lo,median_date_range_bca_hi,median_date_range_pct_lo,median_date_range_pct_hi,latitude_null_rate,longitude_null_rate,not_before_null_rate,not_after_null_rate
Pontus et Bithynia,Sinope,19,76.10526315789474,41.416924469650745,119.53292149328942,39.472368421052636,117.16052631578947,22.0,2.0,200.0,2.0,200.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Cupra Maritima,18,101.11111111111111,70.88478172519005,135.35699498614963,69.775,136.61111111111111,89.5,32.0,150.5,32.0,150.5,0.0,0.0,0.0,0.0
Britannia,Durobrivae (Britannia) (1),18,126.94444444444444,88.0424522779698,175.7472386211603,86.37500000000001,170.22222222222223,110.0,,,85.0,130.0,0.0,0.0,0.0,0.0
Galatia,Iconium,18,37.0,13.932735314744773,83.22222222222223,9.438888888888899,74.66944444444444,4.5,2.0,26.0,2.0,27.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Mevaniola,18,74.05555555555556,58.111111111111114,99.68501671735314,55.718055555555566,95.16666666666667,50.0,,,46.0,100.0,0.0,0.0,0.0,0.0
Baetica,Laepia,18,84.38888888888889,60.57828159646064,110.66709237968418,58.71944444444445,109.39027777777777,100.0,,,45.987500000000026,100.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Cubulteria,18,102.22222222222223,77.19414511185722,142.22222222222223,72.49444444444445,137.77777777777777,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Eporedia,17,128.47058823529412,104.05799208290024,163.76470588235293,102.0,161.76470588235293,100.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Syria,Apamea (Syria) (2),17,143.05882352941177,124.2943855184672,164.76470588235293,123.76470588235294,163.52941176470588,130.0,,,130.0,200.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thysdrus,17,86.41176470588235,49.03284774943707,143.8377520187149,45.116176470588236,134.41323529411764,60.0,3.0,100.0,8.0,150.0,0.0,0.0,0.0,0.0
,Roma,17,50.588235294117645,32.64191091377006,70.55783197535555,32.29264705882353,69.12058823529411,50.0,31.0,100.0,11.0,100.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Sipontum,17,65.11764705882354,47.88880418993655,82.94117647058823,46.88088235294118,82.83088235294115,50.0,34.0,100.0,34.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Gigthis,17,18.294117647058822,9.588235294117647,35.55064055472539,7.704411764705885,31.649999999999984,4.0,1.0,24.0,1.0,24.0,0.0,0.0,0.0,0.0
Belgica | Germania superior,Mediolanum (Gallia Lugdunensis) (2),17,212.94117647058823,157.05882352941177,258.2352941176471,162.33823529411765,260.5882352941176,300.0,200.0,300.0,100.0,300.0,0.0,0.0,0.0,0.0
Lusitania,Pax Iulia,17,79.70588235294117,52.045817414905954,114.81221613117833,51.64558823529412,111.47058823529412,50.0,25.0,100.0,30.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Butua,17,117.70588235294117,96.52941176470588,136.52941176470588,96.52941176470588,137.05882352941177,130.0,100.0,150.0,100.0,150.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Antinum,17,71.6470588235294,55.70192056790248,89.13324890885039,54.46470588235295,87.6470588235294,70.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Forum Popili (Italia (I Latium and Campania)),17,67.76470588235294,49.07511075026315,91.23529411764706,47.52794117647059,89.12058823529411,70.0,30.0,100.0,30.0,100.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Cluviae,17,137.94117647058823,107.0,182.05882352941177,102.6470588235294,177.88235294117646,100.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Sicilia,Agrigentum,17,69.6470588235294,48.470588235294116,96.1452494032477,46.64264705882354,95.54411764705874,100.0,30.0,100.0,17.0,100.0,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Zucchabar,17,54.76470588235294,24.352941176470587,103.58741192871813,20.58088235294119,94.58823529411765,1.0,1.0,16.0,1.0,100.0,0.0,0.0,0.0,0.0
Britannia,Verulamium,17,114.94117647058823,83.14449607722156,137.58823529411765,88.34852941176472,140.11764705882354,158.0,,,58.0,158.0,0.0,0.0,0.0,0.0
Baetica,Ucubi,17,59.705882352941174,43.13527891412057,77.42106192427362,42.82205882352941,78.29558823529412,60.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Acelum,17,86.0,71.94117647058823,109.48325429183055,69.64558823529411,103.76470588235294,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Salvium,17,181.05882352941177,119.61079192219984,230.83837914184565,121.0514705882353,237.83970588235283,200.0,80.0,300.0,80.0,300.0,0.0,0.0,0.0,0.0
Asia,Alexandria (Asia),17,66.23529411764706,40.83449810989376,100.78762832055811,38.470588235294116,97.8882352941176,50.0,12.0,100.0,12.0,100.0,0.0,0.0,0.0,0.0
Raetia,Brigantium,17,185.35294117647058,125.4576543859688,238.6470588235294,128.3514705882353,244.06029411764706,200.0,71.0,300.0,71.0,300.0,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Iomnium,16,54.0625,25.75,95.06447283440522,21.3734375,89.57187499999995,17.5,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Cissa,16,110.125,80.46515143282429,150.63603579087692,78.3125,143.87812499999998,100.0,,,51.0,150.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Horta,16,40.9375,28.625,55.1875,28.1234375,53.8125,36.0,21.0,55.5,21.0,51.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Tuscana,16,109.1875,84.09585905513481,132.24999661874375,84.684375,132.0625,100.0,,,90.5,150.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Roma,16,86.375,56.9375,122.04211602331979,55.242187500000014,118.75312499999998,60.0,35.0,100.0,39.87500000000022,125.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Saticula,16,108.375,85.38460413221142,136.4210489154757,83.0,134.00624999999997,100.0,,,80.0,130.0,0.0,0.0,0.0,0.0
Africa proconsularis,Agbia,16,46.5625,20.494153692990253,92.8937921837819,16.3109375,83.62968749999997,5.0,2.0,56.5,2.0,100.0,0.0,0.0,0.0,0.0
Lusitania,Metellinum,16,60.875,41.875,87.0370538366547,39.8109375,86.62656249999999,50.0,,,42.0,100.0,0.0,0.0,0.0,0.0
Asia,Lindus,16,8.1875,5.6875,11.0625,5.75,10.753124999999983,11.0,,,3.0,11.0,0.0,0.0,0.0,0.0
Raetia,Abodiacum,16,128.375,79.09842642124158,180.88117313900221,77.06093750000001,184.5046875,100.0,,,30.0,200.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Arna,16,76.8125,53.91378736051319,104.29475097904566,52.746875,103.18906249999999,90.5,52.5,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Caesena,16,98.3125,68.29477801288127,128.89443016310707,67.12343750000001,129.63281249999994,100.0,,,50.0,131.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Anxanum,16,120.0625,75.00271601385141,180.76399362846072,71.80468750000001,171.37656249999998,71.0,55.0,200.0,55.0,200.0,0.0,0.0,0.0,0.0
Sicilia,Acrae,16,117.1875,86.0625,198.5562977966659,79.68593750000001,173.6875,101.0,,,100.0,101.0,0.0,0.0,0.0,0.0
Cilicia,,16,38.0,11.0625,93.53362274460675,9.25,80.0,13.0,,,7.5,16.5,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Setia,16,81.4375,56.41824342702658,105.8125,56.7484375,107.5625,100.0,,,61.0,100.0,0.0,0.0,0.0,0.0
Arabia,Petra,16,3.875,2.0625,6.75,1.75,6.3125,1.0,,,1.0,5.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Luca,15,53.93333333333333,37.86666666666667,69.46666666666667,38.86333333333334,70.26666666666667,50.0,19.0,61.0,40.0,70.0,0.0,0.0,0.0,0.0
Dalmatia,Baloie,15,166.2,123.44950325551389,207.80923907417704,124.19833333333334,211.33333333333334,200.0,100.0,300.0,100.0,200.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Libarna,15,96.66666666666667,66.0,134.0,64.66666666666667,132.0,50.0,,,50.0,200.0,0.0,0.0,0.0,0.0
Baetica,Isturgi,15,62.266666666666666,44.666666666666664,80.86666666666666,44.53333333333333,81.53499999999998,60.0,,,30.0,100.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Tegianum,15,96.86666666666666,76.66666666666667,126.66666666666667,73.72833333333334,123.33333333333333,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Lugudunensis,Condate Redonum,15,5.2,3.533333333333333,7.133333333333333,3.466666666666667,7.001666666666657,4.0,,,3.0,10.0,0.0,0.0,0.0,0.0
Moesia inferior,Nicopolis (Moesia Inferior),15,6.666666666666667,3.6000000000000005,10.666666666666666,3.4,10.266666666666667,3.0,,,1.0,14.0,0.0,0.0,0.0,0.0
Creta et Cyrenaica,,15,60.4,30.48766672733369,102.26136835561222,28.265,97.13333333333334,30.0,4.0,100.0,5.0,100.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Forum Cassii,15,115.2,88.55607729414231,138.26666666666668,90.8,138.93999999999997,100.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Baetica,Asido,15,78.73333333333333,65.4160560329437,90.0,65.46666666666667,90.06666666666666,100.0,51.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
,Augusta Raurica,15,168.33333333333334,119.66666666666667,213.33333333333334,119.0,218.0083333333333,200.0,80.0,300.0,80.0,300.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Rubi,15,76.26666666666667,57.53333333333333,94.0,56.6,94.66666666666667,100.0,60.0,100.0,43.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Hippo Regius,15,243.0,170.6,302.76159576169744,177.19,306.6666666666667,232.0,200.0,300.0,200.0,300.0,0.0,0.0,0.0,0.0
Belgica | Germania inferior,Atuatuca,15,103.6,85.6,125.6,83.86666666666666,124.93333333333334,100.0,,,80.0,130.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thuburbo Maius,15,52.53333333333333,30.933333333333334,87.05921461186023,28.26333333333334,79.13499999999999,25.0,14.0,81.0,7.0,100.0,0.0,0.0,0.0,0.0
Syria,Tyrus,14,9.428571428571429,5.642857142857143,21.320449102694234,4.857142857142857,16.571428571428573,6.0,,,3.0,11.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Heba,14,66.35714285714286,47.126070556053676,87.22709661173627,45.92857142857143,86.94107142857136,65.0,50.0,90.5,50.0,90.5,0.0,0.0,0.0,0.0
Mauretania Tingitana,Thamusida,14,28.0,13.214285714285714,58.18088399781654,10.214285714285714,51.142857142857146,10.0,1.0,32.0,1.0,40.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Vitellia,14,68.21428571428571,43.08365880008885,106.17304834597728,39.70892857142858,99.07321428571427,50.0,,,8.0,100.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Genua,14,76.5,48.214285714285715,133.9682334178812,42.141071428571436,119.0035714285714,50.0,,,32.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Turiaso,14,125.35714285714286,86.42857142857143,185.50641988493697,81.77678571428574,175.0,100.0,,,75.0,150.0,0.0,0.0,0.0,0.0
Creta et Cyrenaica,Cyrene,14,64.07142857142857,35.54315163078864,105.96818855720358,32.06964285714286,100.14642857142854,41.0,15.5,100.0,11.0,99.5,0.0,0.0,0.0,0.0
Hispania citerior,Pompaelo,14,107.85714285714286,68.64982880038764,144.35714285714286,69.49642857142858,146.58571428571423,115.0,50.0,165.0,50.0,165.87499999999523,0.0,0.0,0.0,0.0
Baetica,Carmo,14,59.285714285714285,45.3329328176867,77.26550910198385,43.355357142857144,76.71785714285711,50.0,,,30.0,98.0,0.0,0.0,0.0,0.0
Baetica,Abdera (Baetica),14,84.14285714285714,66.28571428571429,112.7142857142857,64.71428571428571,107.14285714285714,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Syria,Heliopolis (Aegyptus),14,29.642857142857142,16.428571428571427,57.56109650179158,13.285714285714286,49.5017857142857,15.5,7.574829862558516,24.0,9.0,24.21249999999884,0.0,0.0,0.0,0.0
Baetica,Sacili,14,65.92857142857143,46.45776008150625,87.34961004626834,45.421428571428585,87.21428571428571,60.5,30.0,100.0,30.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thubursicum Numidarum,14,55.357142857142854,33.57142857142857,90.4347540459096,29.0,84.85892857142856,55.0,13.0,100.0,13.0,80.0,0.0,0.0,0.0,0.0
Dalmatia,Argyruntum,14,123.5,86.42857142857143,164.42857142857142,84.0,166.14285714285714,150.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Macedonia,Beroea (Macedonia),14,106.35714285714286,58.49289758099368,161.50178881256878,58.42857142857143,157.93035714285713,100.0,,,5.0,200.0,0.0,0.0,0.0,0.0
Lusitania,Conimbriga,14,68.5,50.583452852506475,84.83811067327113,50.99821428571429,85.71428571428571,75.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Moesia inferior,Odessus,13,87.61538461538461,51.73958963150472,135.31374520015282,46.84615384615385,134.8538461538461,56.0,48.0,100.0,48.0,100.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Fidenae,13,131.15384615384616,87.78347275949027,165.4271643864637,92.075,166.23653846153843,150.0,100.0,200.0,100.0,200.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Ardea,13,96.76923076923077,55.15384615384616,138.6153846153846,55.22884615384616,138.69423076923076,100.0,,,4.0,150.0,0.0,0.0,0.0,0.0
Asia,Laodicea (Asia),13,39.76923076923077,12.23076923076923,111.83918276828571,8.153846153846153,88.23653846153843,5.0,1.0,21.0,5.0,22.0,0.0,0.0,0.0,0.0
Macedonia,Onchesmus,13,118.84615384615384,71.0,162.8720984688689,73.7519230769231,162.92307692307693,131.0,52.0,200.0,52.0,200.0,0.0,0.0,0.0,0.0
Hispania citerior,Lucus Augusti (Hispania Tarraconensis),13,60.23076923076923,40.3647298066208,97.6362508598981,36.07692307692308,89.08269230769228,50.0,30.0,60.0,30.0,60.0,0.0,0.0,0.0,0.0
Pontus et Bithynia,Nicaea,13,49.23076923076923,21.923076923076923,92.9252398855424,17.686538461538472,85.626923076923,20.0,4.0,100.0,4.0,100.0,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Laumellum,13,100.15384615384616,76.92307692307692,142.76923076923077,73.07692307692308,134.92307692307693,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Ausculum,13,65.76923076923077,45.25304584341446,90.8429574328119,43.69230769230769,90.07884615384614,50.0,40.0,70.0,50.0,100.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Nuceria Camellaria,13,45.76923076923077,26.0,67.92307692307692,25.459615384615386,68.15576923076922,32.0,5.0,100.0,5.0,100.0,0.0,0.0,0.0,0.0
Lugudunensis,Lutetia,13,92.3076923076923,70.0,120.84615384615384,69.83269230769233,115.38461538461539,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Achaia,Thespiae,12,13.666666666666666,8.75,22.18352691836094,7.916666666666667,20.666666666666668,10.0,6.0,20.0,6.0,18.0,0.0,0.0,0.0,0.0
Aegyptus,Nilopolis,12,42.333333333333336,17.583333333333332,75.25,17.583333333333332,67.16666666666667,1.5,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Bulla Regia,12,70.0,32.45659117778277,146.52451613025156,26.160416666666677,128.8395833333333,28.5,11.0,100.0,11.0,100.0,0.0,0.0,0.0,0.0
Sicilia,Messana,12,146.5,109.66666666666667,170.83333333333334,114.5,175.0,150.0,,,125.0,200.0,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Saldae,12,15.833333333333334,8.416666666666666,22.916666666666668,8.25,23.166666666666668,15.0,2.0,30.0,2.0,30.0,0.0,0.0,0.0,0.0
Britannia,Caesaromagus (Britannia),12,131.33333333333334,90.83333333333333,177.5,89.16250000000001,175.33333333333334,115.0,80.0,215.0,80.0,215.0,0.0,0.0,0.0,0.0
Thracia,Deultum,12,43.5,19.274238213601762,88.58014649117148,14.5,82.08333333333333,6.0,,,5.0,70.0,0.0,0.0,0.0,0.0
Thracia,Cabyle,12,41.25,19.417306745288577,77.5208979366301,15.164583333333336,70.58333333333333,13.0,2.0,80.0,2.0,80.0,0.0,0.0,0.0,0.0
Dacia,Dierna,12,105.16666666666667,80.0,126.66666666666667,82.40833333333335,128.75,100.0,,,100.0,122.0,0.0,0.0,0.0,0.0
Moesia superior,Remesiana,12,50.916666666666664,19.59279342019806,136.02469987215227,12.99791666666667,105.92291666666664,14.5,1.0,56.0,1.0,56.0,0.0,0.0,0.0,0.0
Lugudunensis,Augustodurum,12,2.5,1.75,3.25,1.5,3.25,2.5,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Asia,Aphrodisias,12,58.083333333333336,32.105934797246384,98.9580555887527,28.831250000000004,93.91666666666667,43.0,8.5,100.0,8.5,100.0,0.0,0.0,0.0,0.0
Dalmatia,Iader,12,104.75,59.50013376568762,156.13847848215454,55.24375000000001,155.83541666666667,92.5,14.5,200.0,14.5,200.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Forum Iulii (X Venetia et Histria),12,71.0,48.333333333333336,89.5,50.5,90.0,100.0,,,36.0,100.0,0.0,0.0,0.0,0.0
Achaia,Delphi,12,9.5,3.9166666666666665,22.60373812216322,3.0833333333333335,18.585416666666653,3.5,1.0,11.0,1.0,11.0,0.0,0.0,0.0,0.0
Achaia,Delos,12,65.25,41.916666666666664,105.476621113242,38.406250000000014,99.50208333333332,44.5,30.0,99.5,30.0,99.5,0.0,0.0,0.0,0.0
Baetica,Ilipa,12,49.833333333333336,32.27253142666577,70.08333333333333,31.914583333333336,68.83541666666665,45.0,27.5,80.0,27.5,80.0,0.0,0.0,0.0,0.0
Africa proconsularis,Limisa,12,10.166666666666666,4.583333333333333,20.519030920407488,3.5833333333333335,17.583333333333332,3.0,,,1.0,18.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Croton,12,44.5,18.666666666666668,89.66063834658247,13.916666666666666,79.58333333333333,4.5,1.0,85.0,1.0,85.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Heraclea (Italia (III Lucania et Brutii)),12,63.333333333333336,52.5,78.33333333333333,51.666666666666664,76.66666666666667,50.0,,,50.0,85.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Roma,12,67.58333333333333,52.5,81.83333333333333,53.320833333333354,82.58333333333333,60.5,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Plestia,12,107.25,73.91666666666667,131.16666666666666,77.32500000000002,133.5,125.0,80.5,150.0,80.5,150.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Volturnum,12,48.083333333333336,28.333333333333332,74.82150558312328,26.831250000000004,71.66666666666667,40.0,,,14.0,80.5,0.0,0.0,0.0,0.0
Creta et Cyrenaica,Cnossus,12,49.416666666666664,34.333333333333336,70.72536606060469,32.833333333333336,68.33333333333333,40.0,,,27.0,75.0,0.0,0.0,0.0,0.0
Sicilia,Melita,11,84.27272727272727,53.53324127078117,97.81818181818181,63.90909090909091,100.0,100.0,,,76.0,100.0,0.0,0.0,0.0,0.0
Provincia incerta,Roma,11,99.18181818181819,73.72727272727273,167.41817971199882,69.18181818181819,144.63636363636363,100.0,60.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Raetia,Curia,11,150.54545454545453,77.44176435380058,223.8968626827982,78.90227272727273,221.00227272727273,100.0,32.0,300.0,32.0,300.0,0.0,0.0,0.0,0.0
,Aquae Mattiacorum,11,138.0909090909091,73.87016759438646,214.70153156230947,70.26818181818182,206.91590909090905,60.0,50.0,300.0,50.0,300.0,0.0,0.0,0.0,0.0
Thracia,Samothrace,11,124.0,66.56204902982685,234.8717374379661,56.963636363636425,207.3045454545453,100.0,,,1.0,123.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thubursicum Bure,11,28.636363636363637,8.272727272727273,70.18181818181819,5.363636363636363,60.28636363636356,5.0,1.0,21.0,1.0,21.0,0.0,0.0,0.0,0.0
Lusitania,Salacia,11,91.72727272727273,63.09090909090909,123.88009491188234,61.98636363636366,124.91590909090905,100.0,,,50.0,130.0,0.0,0.0,0.0,0.0
Britannia,Durovernum,11,237.0909090909091,221.8181818181818,280.1818181818182,219.0909090909091,267.6363636363636,230.0,,,230.0,230.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Genava,11,57.36363636363637,23.727272727272727,104.8042721344723,19.72272727272728,98.0,24.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Ris,11,112.81818181818181,84.6463847988042,147.27272727272728,83.0,146.45454545454547,100.0,,,70.0,170.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Sena Gallica,11,135.63636363636363,102.81818181818181,223.86804639249573,96.9090909090909,194.8181818181818,101.0,100.0,150.0,100.0,150.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Verulae,11,97.0909090909091,53.54822738141703,199.43509509430964,41.90454545454546,169.09318181818182,50.0,34.0,100.0,34.0,100.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Carreum,11,103.0909090909091,60.72727272727272,171.51364827823537,54.63636363636363,156.0909090909091,50.0,17.0,100.0,50.0,200.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Neapolis (Macedonia),11,71.27272727272727,40.45454545454545,113.63636363636365,36.90681818181818,112.81818181818181,30.0,21.0,100.0,21.0,130.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Pollentia (Italia (V Picenum)),10,116.0,93.0,147.0,93.0,142.0,100.0,,,100.0,140.0,0.0,0.0,0.0,0.0
Pannonia superior,Celeia,10,138.0,103.82069544082165,160.0,104.0,165.0,150.0,,,100.0,175.0,0.0,0.0,0.0,0.0
Baetica,Carteia,10,93.1,44.6,170.58779357424473,38.79000000000001,158.10749999999996,50.0,14.0,180.0,14.0,180.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thignica,10,49.3,14.520057245543587,106.43886298619167,11.5,94.80249999999998,7.0,1.5,100.0,1.5,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thelepte,10,16.8,4.8,52.681249907322766,2.0,37.0,2.0,,,2.0,24.0,0.0,0.0,0.0,0.0
Belgica | Germania superior,Vertillum,10,245.0,195.0,280.0,195.0,290.0,300.0,,,200.0,300.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Antipolis,10,48.2,10.957952823935619,116.53965966334613,7.1,102.8,4.0,,,2.0,108.5,0.0,0.0,0.0,0.0
Hispania citerior,Ilugo,10,94.1,60.3,142.0,58.197500000000005,132.1,100.0,,,60.0,150.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Hydruntum,10,86.7,51.58020428605828,123.4,50.3975,123.4,100.0,,,31.0,115.0,0.0,0.0,0.0,0.0
Lusitania,Corstopitum,10,111.0,91.0,139.0,87.0,135.0,100.0,,,80.0,130.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Vada Sabatia,10,115.0,90.0,147.0,88.0,145.0,100.0,,,90.0,150.0,0.0,0.0,0.0,0.0
Dalmatia,Metulum,10,102.7,54.868648650655956,167.0,51.78250000000003,164.02249999999987,95.0,15.0,165.0,15.0,165.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Faesulae,10,89.7,52.57748483902987,116.6,57.5,120.60999999999994,100.0,,,50.187500000000554,125.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Pontia,10,83.5,52.0,110.19999999999999,55.4,113.3,100.0,,,42.0,125.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Forentum,10,68.0,39.64127855843191,108.03475660712412,37.6,103.6,60.0,,,24.0,100.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Vulci,10,45.6,28.0,65.32566052917097,28.7,64.0,46.0,30.0,65.0,26.0,65.0,0.0,0.0,0.0,0.0
,Dibio,10,252.0,180.0,290.0,195.0,300.0,300.0,,,200.0,300.0,0.0,0.0,0.0,0.0
