shape_name,alpha_true,n,conv_rate,shape_rate,mean_abs_alpha_bias,band_cov95,n_reps,cell_pass
rise_and_fall,0.5,200,0.98,0.4,0.1608993770044997,0.95075,50,False
rise_and_fall,0.5,350,1.0,0.8,0.1716240865907286,0.892,50,False
rise_and_fall,0.5,500,1.0,0.82,0.21713682951870236,0.8122499999999999,50,False
rise_and_fall,0.5,1000,1.0,0.96,0.2183271996325316,0.74175,50,True
rise_and_fall,0.5,2000,1.0,1.0,0.22506539456284055,0.6509999999999999,50,True
rise_and_fall,0.7,50,1.0,0.04,0.12619909434559853,0.9545,50,False
rise_and_fall,0.7,100,1.0,0.0,0.11762315735562696,0.9797499999999999,50,False
rise_and_fall,0.7,200,1.0,0.22,0.17320935137541993,0.9490000000000001,50,False
rise_and_fall,0.7,350,1.0,0.3,0.19893440997953465,0.89725,50,False
rise_and_fall,0.7,500,1.0,0.4,0.1870465635421039,0.8917499999999999,50,False
rise_and_fall,0.7,1000,1.0,0.64,0.21826385091494457,0.7925,50,False
rise_and_fall,0.7,2000,1.0,0.9,0.21498401101009537,0.7045,50,True
rise_and_fall,0.85,50,1.0,0.0,0.15852605776418943,0.91525,50,False
rise_and_fall,0.85,100,1.0,0.0,0.1728361767437848,0.9105,50,False
rise_and_fall,0.85,200,1.0,0.04,0.18062857968048485,0.92,50,False
rise_and_fall,0.85,350,1.0,0.04,0.17967442600217365,0.8917499999999999,50,False
rise_and_fall,0.85,500,1.0,0.1,0.20562573017993657,0.867,50,False
rise_and_fall,0.85,1000,1.0,0.18,0.16210699903311418,0.8745,50,False
rise_and_fall,0.85,2000,0.96,0.42,0.12622708031602875,0.8775,50,False
smooth_growth,0.3,50,1.0,0.3,0.23186861477249424,0.99775,50,False
smooth_growth,0.3,100,1.0,0.42,0.17353689484569737,0.99075,50,False
smooth_growth,0.3,200,1.0,0.74,0.10141859899482882,0.9990000000000001,50,False
smooth_growth,0.3,350,0.98,0.78,0.10338017313003078,0.998,50,False
smooth_growth,0.3,500,0.98,0.94,0.09849325378935102,0.99925,50,True
smooth_growth,0.3,1000,1.0,0.94,0.08701041683516177,0.995,50,True
smooth_growth,0.3,2000,1.0,1.0,0.11580592243377888,0.99175,50,True
smooth_growth,0.5,50,1.0,0.16,0.14349265371622813,1.0,50,False
smooth_growth,0.5,100,1.0,0.44,0.11890353031902634,1.0,50,False
smooth_growth,0.5,200,1.0,0.48,0.14797400033922364,1.0,50,False
smooth_growth,0.5,350,0.98,0.74,0.15495870962348604,0.9997499999999999,50,False
smooth_growth,0.5,500,1.0,0.7,0.15954515917496268,0.9975,50,False
smooth_growth,0.5,1000,0.96,0.88,0.14459929157339235,0.99425,50,False
smooth_growth,0.5,2000,0.96,0.98,0.15659797052704516,0.972,50,True
smooth_growth,0.7,50,1.0,0.32,0.10993889816056202,0.9997499999999999,50,False
smooth_growth,0.7,100,1.0,0.18,0.14810981129762996,0.9934999999999999,50,False
smooth_growth,0.7,200,1.0,0.3,0.1812738927612459,0.99725,50,False
smooth_growth,0.7,350,1.0,0.48,0.1876136005750328,0.99425,50,False
smooth_growth,0.7,500,0.94,0.5,0.2173746125596329,0.9945,50,False
smooth_growth,0.7,1000,1.0,0.66,0.1917946798560579,0.971,50,False
smooth_growth,0.7,2000,1.0,0.86,0.12355043112075367,0.9852500000000001,50,False
smooth_growth,0.85,50,1.0,0.1,0.1650303418608981,0.9890000000000001,50,False
smooth_growth,0.85,100,1.0,0.12,0.19328786603957773,0.99675,50,False
smooth_growth,0.85,200,1.0,0.14,0.21776773865926496,0.9732500000000001,50,False
smooth_growth,0.85,350,0.96,0.24,0.16706987009466773,0.9865,50,False
smooth_growth,0.85,500,0.98,0.28,0.1370204674907321,0.987,50,False
smooth_growth,0.85,1000,0.98,0.4,0.13576346585761226,0.9932500000000001,50,False
smooth_growth,0.85,2000,0.96,0.54,0.08689075539485387,0.9890000000000001,50,False
