name,n_eff,named_scope,soft_annotated,reach_caveat,family,level,edf,fit_converged,marginal_p,marginal_p_sim,marginal_p_lambda1.2,antonine_p_deficit,crisis_p_deficit,antonine_rel_dep_med,crisis_rel_dep_med
Pompeii,4247,False,False,False,cpl,k5,11.0,False,0.0,0.000999,0.0,0.0,0.0,nan,nan
Pompeii,4247,False,False,False,cpl,k7,15.0,True,0.0,0.082416,0.0,0.0,0.0,nan,nan
Pompeii,4247,False,False,False,spline,edf5,5.0,True,0.0,0.000999,0.0,nan,nan,nan,nan
Pompeii,4247,False,False,False,spline,edf10,10.0,True,0.0,0.00199,0.0,nan,nan,nan,nan
Pompeii,4247,False,False,False,spline,edf20,21.993,True,0.0,0.000999,0.0,1.0,0.0,-0.999541,-0.999958
Pompeii,4247,False,False,False,gp,edf5,5.0,True,0.0,0.000999,0.0,0.0,0.0,nan,nan
Pompeii,4247,False,False,False,gp,edf10,10.0,True,0.0,0.000999,0.0,0.0,0.0,nan,nan
Pompeii,4247,False,False,False,gp,edf20,20.0,True,0.0,0.000999,0.0,0.0,0.0,nan,nan
Salona,2890,False,False,False,cpl,k2,5.0,True,0.0,0.000999,0.0,0.454875,0.712625,0.233462,0.144901
Salona,2890,False,False,False,cpl,k3,7.0,True,0.0,0.000999,0.0,0.60775,0.607625,-0.147891,0.321079
Salona,2890,False,False,False,cpl,k5,11.0,True,0.0,0.000999,0.0,0.479375,0.6045,0.105641,0.31528
Salona,2890,False,False,False,cpl,k7,15.0,True,0.0,0.000999,0.0,0.4705,0.60975,0.116114,0.288835
Salona,2890,False,False,False,spline,edf5,5.0,True,0.0,0.000999,0.0,0.573875,0.72325,-0.08557,-0.036282
Salona,2890,False,False,False,spline,edf10,10.0,True,0.0,0.000999,0.0,0.481375,0.6365,0.08257,0.224105
Salona,2890,False,False,False,spline,edf20,20.0,True,0.0,0.000999,0.0,0.4685,0.606375,0.128975,0.295982
Salona,2890,False,False,False,gp,edf5,5.0,True,0.0,0.000999,0.0,0.526125,0.688625,0.039462,0.101947
Salona,2890,False,False,False,gp,edf10,10.0,True,0.0,0.000999,0.0,0.487125,0.6325,0.08257,0.245943
Salona,2890,False,False,False,gp,edf20,20.0,True,0.0,0.000999,0.0,0.472,0.635875,0.10938,0.268639
Ostia,2316,False,False,False,cpl,k2,5.0,True,0.0,0.001012,0.0,0.90975,0.82675,-0.28429,-0.380281
Ostia,2316,False,False,False,cpl,k3,7.0,True,1.9e-05,0.00101,7e-06,0.90475,0.836375,-0.28429,-0.38493
Ostia,2316,False,False,False,cpl,k5,11.0,True,0.050492,0.089363,0.007216,0.098,0.21125,0.121736,0.165659
Ostia,2316,False,False,False,cpl,k7,15.0,True,0.064077,0.101414,0.008902,0.098,0.178375,0.12702,0.085004
Ostia,2316,False,False,False,spline,edf5,5.0,True,0.0,0.001154,0.0,0.995,0.743875,-0.39486,-0.355758
Ostia,2316,False,False,False,spline,edf10,10.0,True,0.013426,0.022182,0.003048,0.65775,0.25225,-0.195733,-0.06692
Ostia,2316,False,False,False,spline,edf20,20.0,True,0.038611,0.074433,0.006572,0.188,0.178375,0.034264,0.043822
Ostia,2316,False,False,False,gp,edf5,5.0,True,0.0,0.001,0.0,0.99675,0.41275,-0.408674,-0.219509
Ostia,2316,False,False,False,gp,edf10,10.0,True,0.00101,0.002687,0.000262,0.82325,0.291,-0.248438,-0.065641
Ostia,2316,False,False,False,gp,edf20,20.0,True,0.06489,0.079027,0.011863,0.22025,0.210875,0.018414,-0.034495
Mogontiacum,2325,False,False,False,cpl,k2,5.0,True,0.0,0.001009,0.0,0.0,0.0,1.017932,-0.52979
Mogontiacum,2325,False,False,False,cpl,k3,7.0,True,0.0,0.001042,0.0,0.015625,0.0,0.10654,-0.446224
Mogontiacum,2325,False,False,False,cpl,k5,11.0,True,7e-06,0.010527,6e-06,0.016125,0.0,0.016657,0.170877
Mogontiacum,2325,False,False,False,cpl,k7,15.0,True,0.000692,0.160817,0.000352,0.016125,0.0,0.10654,0.026485
Mogontiacum,2325,False,False,False,spline,edf5,5.0,True,0.0,0.001505,0.0,0.016125,0.0,0.10654,-0.350147
Mogontiacum,2325,False,False,False,spline,edf10,10.0,True,0.0,0.051863,7e-06,0.004625,0.0,0.113394,-0.170597
Mogontiacum,2325,False,False,False,spline,edf20,20.0,True,0.001062,0.069484,0.000368,0.018625,0.0,0.113394,0.407298
Mogontiacum,2325,False,False,False,gp,edf5,5.0,True,0.0,0.000999,0.0,0.016125,0.0,0.10654,-0.473349
Mogontiacum,2325,False,False,False,gp,edf10,10.0,True,0.0,0.001001,0.0,0.016125,0.0,-0.116746,-0.346101
Mogontiacum,2325,False,False,False,gp,edf20,20.0,True,0.005233,0.001852,0.002191,0.027875,0.0,-0.116746,-0.389555
Aquileia,1885,False,False,False,cpl,k2,5.0,True,0.001116,0.005472,0.000203,0.425375,0.38075,-0.270776,0.004737
Aquileia,1885,False,False,False,cpl,k3,7.0,True,0.003753,0.008181,0.000425,0.221625,0.394875,0.026905,-0.001422
Aquileia,1885,False,False,False,cpl,k5,11.0,True,0.00468,0.00882,0.000511,0.221625,0.386625,0.026905,-0.003704
Aquileia,1885,False,False,False,cpl,k7,15.0,True,0.00468,0.011093,0.000378,0.221625,0.39,-0.005604,-0.000492
Aquileia,1885,False,False,False,spline,edf5,5.0,True,0.004961,0.006787,0.000769,0.2835,0.3775,-0.08847,0.017197
Aquileia,1885,False,False,False,spline,edf10,10.0,True,0.005177,0.009833,0.000604,0.221625,0.370625,0.026905,0.013861
Aquileia,1885,False,False,False,spline,edf20,20.0,True,0.005148,0.011154,0.000339,0.221375,0.332875,0.059333,0.032818
Aquileia,1885,False,False,False,gp,edf5,5.0,True,0.005347,0.011243,0.001156,0.2835,0.3825,-0.158588,-0.003834
Aquileia,1885,False,False,False,gp,edf10,10.0,True,0.006912,0.013277,0.000778,0.221625,0.360875,0.026905,0.006341
Aquileia,1885,False,False,False,gp,edf20,20.0,True,0.007493,0.015778,0.000715,0.221625,0.341625,-0.005604,0.026748
Moesia inferior,1728,False,True,False,cpl,k2,5.0,True,3e-06,0.010582,3e-06,0.875375,0.9855,-0.300345,-0.130126
Moesia inferior,1728,False,True,False,cpl,k3,7.0,True,2e-06,0.01176,1e-06,0.8695,0.98675,-0.305731,-0.128672
Moesia inferior,1728,False,True,False,cpl,k5,11.0,True,6.5e-05,0.060914,1.4e-05,0.76025,0.403,-0.228512,0.058973
Moesia inferior,1728,False,True,False,cpl,k7,15.0,True,0.00309,0.069911,0.000432,0.624,0.45725,-0.184925,0.056504
Moesia inferior,1728,False,True,False,spline,edf5,5.0,True,9.6e-05,0.026371,2.5e-05,0.837125,0.99625,-0.271671,-0.232857
Moesia inferior,1728,False,True,False,spline,edf10,10.0,True,0.002682,0.058144,0.000455,0.58325,0.809875,-0.164939,-0.091145
Moesia inferior,1728,False,True,False,spline,edf20,20.0,True,0.008783,0.110185,0.00099,0.388375,0.48575,-0.058133,0.095534
Moesia inferior,1728,False,True,False,gp,edf5,5.0,True,1.5e-05,0.003923,1e-06,0.913875,0.98775,-0.324396,-0.164149
Moesia inferior,1728,False,True,False,gp,edf10,10.0,True,0.000868,0.01138,0.000202,0.5305,0.780875,-0.165051,-0.00805
Moesia inferior,1728,False,True,False,gp,edf20,20.0,True,0.012057,0.055911,0.001801,0.2995,0.439875,-0.024225,0.065689
Lusitania,1577,False,False,True,cpl,k2,5.0,True,6.1e-05,0.003219,8.4e-05,0.327,0.88675,-0.038411,-0.421854
Lusitania,1577,False,False,True,cpl,k3,7.0,True,8.7e-05,0.0041,5.4e-05,0.341375,0.872875,-0.038411,-0.405706
Lusitania,1577,False,False,True,cpl,k5,11.0,True,0.01214,0.033709,0.001504,0.1845,0.15525,0.052667,-0.032394
Lusitania,1577,False,False,True,cpl,k7,15.0,True,0.024735,0.05596,0.002591,0.171375,0.149875,0.045404,-0.032394
Lusitania,1577,False,False,True,spline,edf5,5.0,True,3.7e-05,0.002699,2.7e-05,0.41325,0.874375,-0.122735,-0.425288
Lusitania,1577,False,False,True,spline,edf10,10.0,True,0.0249,0.035346,0.004578,0.18375,0.35625,0.037282,-0.181154
Lusitania,1577,False,False,True,spline,edf20,20.0,True,0.034742,0.059096,0.003268,0.210125,0.072875,0.023485,0.078119
Lusitania,1577,False,False,True,gp,edf5,5.0,True,0.0,0.001074,0.0,0.4785,0.631625,-0.129098,-0.311185
Lusitania,1577,False,False,True,gp,edf10,10.0,True,0.027185,0.03814,0.004154,0.16325,0.239125,0.069796,-0.034942
Lusitania,1577,False,False,True,gp,edf20,20.0,True,0.04033,0.068746,0.004035,0.228375,0.13475,-0.005774,0.018474
Italia (excl. Rome),40499,False,False,False,cpl,k2,5.0,True,0.0,0.000999,0.0,0.977875,1.0,-0.677462,-0.577038
Italia (excl. Rome),40499,False,False,False,cpl,k3,7.0,False,0.0,0.000999,0.0,0.9895,1.0,-0.71995,-0.47116
Italia (excl. Rome),40499,False,False,False,cpl,k5,11.0,True,0.0,0.000999,0.0,0.9935,1.0,-0.740303,-0.448634
Italia (excl. Rome),40499,False,False,False,cpl,k7,15.0,True,0.0,0.000999,0.0,0.8825,1.0,-0.481119,-0.553986
Italia (excl. Rome),40499,False,False,False,spline,edf5,5.0,True,0.0,0.000999,0.0,0.99425,1.0,-0.748215,-0.449957
Italia (excl. Rome),40499,False,False,False,spline,edf10,10.0,True,0.0,0.000999,0.0,0.95375,0.999625,-0.625667,-0.394979
Italia (excl. Rome),40499,False,False,False,spline,edf20,20.0,True,0.0,0.000999,0.0,0.569375,0.9205,-0.042728,0.005635
Italia (excl. Rome),40499,False,False,False,gp,edf5,5.0,True,0.0,0.000999,0.0,0.944625,0.999875,-0.593035,-0.343736
Italia (excl. Rome),40499,False,False,False,gp,edf10,10.0,True,0.0,0.000999,0.0,0.79475,0.972875,-0.371659,-0.005862
Italia (excl. Rome),40499,False,False,False,gp,edf20,20.0,True,0.0,0.000999,0.0,0.52775,0.89075,0.039067,0.03748
