cell_id,alpha_true,mean_alpha_median,median_alpha_median,std_alpha_median,n_reps,shape_name,tier_weights_name,n,bias
shape=rise_and_fall_alpha=0.95_tier=uniform_N=50000,0.95,0.9216817433926646,0.9226236885695434,0.019239744103590896,100,rise_and_fall,uniform,50000,-0.028318256607335335
shape=smooth_decline_alpha=0.05_tier=century_heavy_N=10000,0.05,0.08970093423272509,0.08936641775820262,0.02170696182777627,100,smooth_decline,century_heavy,10000,0.03970093423272508
shape=smooth_decline_alpha=0.05_tier=century_heavy_N=2000,0.05,0.15122292948373303,0.14453090481239325,0.03347484540875317,100,smooth_decline,century_heavy,2000,0.10122292948373303
shape=smooth_decline_alpha=0.05_tier=century_heavy_N=50000,0.05,0.054776600132868766,0.0530397998251864,0.01457072567616414,100,smooth_decline,century_heavy,50000,0.0047766001328687635
shape=smooth_decline_alpha=0.05_tier=half_century_heavy_N=10000,0.05,0.10088383865349881,0.09904871647943264,0.02368237925896569,100,smooth_decline,half_century_heavy,10000,0.05088383865349881
shape=smooth_decline_alpha=0.05_tier=half_century_heavy_N=2000,0.05,0.1519174658417499,0.14890551712318523,0.0394096846392699,100,smooth_decline,half_century_heavy,2000,0.10191746584174989
shape=smooth_decline_alpha=0.05_tier=half_century_heavy_N=50000,0.05,0.07250936905519208,0.07070827395731913,0.016856185679661784,100,smooth_decline,half_century_heavy,50000,0.022509369055192074
shape=smooth_decline_alpha=0.05_tier=pilot_proxy_N=10000,0.05,0.08778718916544612,0.08402906074375444,0.020953626483428113,100,smooth_decline,pilot_proxy,10000,0.037787189165446114
shape=smooth_decline_alpha=0.05_tier=pilot_proxy_N=2000,0.05,0.15124958757795698,0.147054464163106,0.039822867751397754,100,smooth_decline,pilot_proxy,2000,0.10124958757795698
shape=smooth_decline_alpha=0.05_tier=pilot_proxy_N=50000,0.05,0.05667105383646934,0.05478656513345202,0.016710263275518104,100,smooth_decline,pilot_proxy,50000,0.0066710538364693345
shape=smooth_decline_alpha=0.05_tier=reign_heavy_N=10000,0.05,0.10463394543379718,0.10255099259997891,0.02711367149413794,100,smooth_decline,reign_heavy,10000,0.05463394543379718
shape=smooth_decline_alpha=0.05_tier=reign_heavy_N=2000,0.05,0.15175519806316276,0.14431172986789587,0.035128945769567724,100,smooth_decline,reign_heavy,2000,0.10175519806316276
shape=smooth_decline_alpha=0.05_tier=reign_heavy_N=50000,0.05,0.07813029985208088,0.07821429091149601,0.013084305681204413,100,smooth_decline,reign_heavy,50000,0.028130299852080876
shape=smooth_decline_alpha=0.05_tier=uniform_N=10000,0.05,0.09410053616211046,0.0923869427542331,0.02310520212470632,100,smooth_decline,uniform,10000,0.04410053616211046
shape=smooth_decline_alpha=0.05_tier=uniform_N=2000,0.05,0.15300263581530363,0.14846268834861265,0.03955096521003158,100,smooth_decline,uniform,2000,0.10300263581530363
shape=smooth_decline_alpha=0.05_tier=uniform_N=50000,0.05,0.06328166671443737,0.06302067322813425,0.014900554414285559,100,smooth_decline,uniform,50000,0.013281666714437368
shape=smooth_decline_alpha=0.30_tier=century_heavy_N=10000,0.3,0.23263678959829914,0.229944730956374,0.06112113709892632,100,smooth_decline,century_heavy,10000,-0.06736321040170085
shape=smooth_decline_alpha=0.30_tier=century_heavy_N=2000,0.3,0.26083434407200323,0.26113089522813937,0.07212345617877106,100,smooth_decline,century_heavy,2000,-0.039165655927996756
shape=smooth_decline_alpha=0.30_tier=century_heavy_N=50000,0.3,0.2505452209824571,0.24838458069339664,0.04018596606787449,100,smooth_decline,century_heavy,50000,-0.049454779017542916
shape=smooth_decline_alpha=0.30_tier=half_century_heavy_N=10000,0.3,0.2928546603441368,0.2923146235642739,0.03451597940057231,100,smooth_decline,half_century_heavy,10000,-0.00714533965586317
shape=smooth_decline_alpha=0.30_tier=half_century_heavy_N=2000,0.3,0.3386221958632267,0.34176106409420604,0.05792067873885411,100,smooth_decline,half_century_heavy,2000,0.03862219586322674
shape=smooth_decline_alpha=0.30_tier=half_century_heavy_N=50000,0.3,0.2776472169443151,0.27558239395557405,0.025601370168184395,100,smooth_decline,half_century_heavy,50000,-0.02235278305568489
shape=smooth_decline_alpha=0.30_tier=pilot_proxy_N=10000,0.3,0.23536015614507502,0.23531343214369685,0.06194454970242731,100,smooth_decline,pilot_proxy,10000,-0.06463984385492497
shape=smooth_decline_alpha=0.30_tier=pilot_proxy_N=2000,0.3,0.26173087384183974,0.24562866835892988,0.08555163278703178,100,smooth_decline,pilot_proxy,2000,-0.03826912615816025
shape=smooth_decline_alpha=0.30_tier=pilot_proxy_N=50000,0.3,0.24266839341045274,0.2484488011041646,0.037715685703475665,100,smooth_decline,pilot_proxy,50000,-0.05733160658954725
shape=smooth_decline_alpha=0.30_tier=reign_heavy_N=10000,0.3,0.3096732845522338,0.30426391146420295,0.0365513521833962,100,smooth_decline,reign_heavy,10000,0.009673284552233818
shape=smooth_decline_alpha=0.30_tier=reign_heavy_N=2000,0.3,0.3463517771612151,0.3431900763489364,0.05274200556346031,100,smooth_decline,reign_heavy,2000,0.046351777161215135
shape=smooth_decline_alpha=0.30_tier=reign_heavy_N=50000,0.3,0.28855689596683637,0.28728729536752257,0.02300607438673234,100,smooth_decline,reign_heavy,50000,-0.01144310403316362
shape=smooth_decline_alpha=0.30_tier=uniform_N=10000,0.3,0.2709048640134124,0.2660791966614074,0.042935652012868086,100,smooth_decline,uniform,10000,-0.029095135986587584
shape=smooth_decline_alpha=0.30_tier=uniform_N=2000,0.3,0.2876468888346975,0.2828807765592639,0.06572945818126161,100,smooth_decline,uniform,2000,-0.012353111165302466
shape=smooth_decline_alpha=0.30_tier=uniform_N=50000,0.3,0.26544785226392337,0.26518285784170303,0.03446160842651118,100,smooth_decline,uniform,50000,-0.03455214773607662
shape=smooth_decline_alpha=0.50_tier=century_heavy_N=10000,0.5,0.4308238306370727,0.43994791262338095,0.07968420187574446,100,smooth_decline,century_heavy,10000,-0.06917616936292731
shape=smooth_decline_alpha=0.50_tier=century_heavy_N=2000,0.5,0.42005506436941287,0.4215658493811083,0.09471012792248905,100,smooth_decline,century_heavy,2000,-0.07994493563058713
shape=smooth_decline_alpha=0.50_tier=century_heavy_N=50000,0.5,0.45935639634627456,0.4572926505057179,0.03662409876888101,100,smooth_decline,century_heavy,50000,-0.040643603653725435
shape=smooth_decline_alpha=0.50_tier=half_century_heavy_N=10000,0.5,0.4697115587879376,0.465451761786417,0.048984873621152655,100,smooth_decline,half_century_heavy,10000,-0.030288441212062422
shape=smooth_decline_alpha=0.50_tier=half_century_heavy_N=2000,0.5,0.4943335783071363,0.4884554376337089,0.06372162887217982,100,smooth_decline,half_century_heavy,2000,-0.005666421692863688
shape=smooth_decline_alpha=0.50_tier=half_century_heavy_N=50000,0.5,0.4646730396860196,0.46588332547259215,0.02792966856782316,100,smooth_decline,half_century_heavy,50000,-0.035326960313980416
shape=smooth_decline_alpha=0.50_tier=pilot_proxy_N=10000,0.5,0.4160041674427725,0.4254828277886741,0.08242900571660552,100,smooth_decline,pilot_proxy,10000,-0.08399583255722748
shape=smooth_decline_alpha=0.50_tier=pilot_proxy_N=2000,0.5,0.3819816124981019,0.372340540035482,0.11362798501178456,100,smooth_decline,pilot_proxy,2000,-0.11801838750189808
shape=smooth_decline_alpha=0.50_tier=pilot_proxy_N=50000,0.5,0.4598041642611478,0.46703679835155115,0.03828848619289238,100,smooth_decline,pilot_proxy,50000,-0.040195835738852215
shape=smooth_decline_alpha=0.50_tier=reign_heavy_N=10000,0.5,0.47842782394221617,0.4805116185223102,0.04228924002391607,100,smooth_decline,reign_heavy,10000,-0.021572176057783832
shape=smooth_decline_alpha=0.50_tier=reign_heavy_N=2000,0.5,0.5193066833442264,0.5145702724230956,0.051929339764324546,100,smooth_decline,reign_heavy,2000,0.01930668334422636
shape=smooth_decline_alpha=0.50_tier=reign_heavy_N=50000,0.5,0.476925608486183,0.4701453522434651,0.03491490400075028,100,smooth_decline,reign_heavy,50000,-0.023074391513817016
shape=smooth_decline_alpha=0.50_tier=uniform_N=10000,0.5,0.43805711525849456,0.4433047594797723,0.0623875172836842,100,smooth_decline,uniform,10000,-0.061942884741505444
shape=smooth_decline_alpha=0.50_tier=uniform_N=2000,0.5,0.42467250568419673,0.40919633652677806,0.08925755136895004,100,smooth_decline,uniform,2000,-0.07532749431580327
shape=smooth_decline_alpha=0.50_tier=uniform_N=50000,0.5,0.46195692663043597,0.46583888016975084,0.043329970775191094,100,smooth_decline,uniform,50000,-0.03804307336956403
shape=smooth_decline_alpha=0.70_tier=century_heavy_N=10000,0.7,0.6418819844892185,0.6537642280872464,0.06211774613901471,100,smooth_decline,century_heavy,10000,-0.05811801551078144
shape=smooth_decline_alpha=0.70_tier=century_heavy_N=2000,0.7,0.5711526294197237,0.5887135975340904,0.11027193269151304,100,smooth_decline,century_heavy,2000,-0.1288473705802763
shape=smooth_decline_alpha=0.70_tier=century_heavy_N=50000,0.7,0.6724807497905856,0.6783086573585475,0.037895111919058096,100,smooth_decline,century_heavy,50000,-0.02751925020941437
shape=smooth_decline_alpha=0.70_tier=half_century_heavy_N=10000,0.7,0.6601095406151616,0.6692063152567224,0.05281066828256391,100,smooth_decline,half_century_heavy,10000,-0.03989045938483837
shape=smooth_decline_alpha=0.70_tier=half_century_heavy_N=2000,0.7,0.647545725789449,0.6397024746463587,0.06493946580321037,100,smooth_decline,half_century_heavy,2000,-0.05245427421055093
shape=smooth_decline_alpha=0.70_tier=half_century_heavy_N=50000,0.7,0.6655145518318119,0.6702553001919302,0.03621800980714439,100,smooth_decline,half_century_heavy,50000,-0.034485448168188104
shape=smooth_decline_alpha=0.70_tier=pilot_proxy_N=10000,0.7,0.6256549688990694,0.6339826323605062,0.06874031584050841,100,smooth_decline,pilot_proxy,10000,-0.0743450311009306
shape=smooth_decline_alpha=0.70_tier=pilot_proxy_N=2000,0.7,0.573524404497867,0.578677557889157,0.1278141258347503,100,smooth_decline,pilot_proxy,2000,-0.12647559550213294
shape=smooth_decline_alpha=0.70_tier=pilot_proxy_N=50000,0.7,0.6702772765369871,0.6709609001179597,0.0358139678464358,100,smooth_decline,pilot_proxy,50000,-0.029722723463012857
shape=smooth_decline_alpha=0.70_tier=reign_heavy_N=10000,0.7,0.657821171516582,0.6538719300303616,0.04743351442522624,100,smooth_decline,reign_heavy,10000,-0.04217882848341792
shape=smooth_decline_alpha=0.70_tier=reign_heavy_N=2000,0.7,0.6778679265503811,0.6752951167378263,0.0593685184998462,100,smooth_decline,reign_heavy,2000,-0.022132073449618872
shape=smooth_decline_alpha=0.70_tier=reign_heavy_N=50000,0.7,0.6736393653281527,0.673664694519521,0.034985411831936444,100,smooth_decline,reign_heavy,50000,-0.02636063467184724
shape=smooth_decline_alpha=0.70_tier=uniform_N=10000,0.7,0.6367624650930174,0.6424757906441015,0.05459143170025306,100,smooth_decline,uniform,10000,-0.06323753490698258
shape=smooth_decline_alpha=0.70_tier=uniform_N=2000,0.7,0.6079487509674957,0.6089128300057319,0.08897723773974074,100,smooth_decline,uniform,2000,-0.09205124903250428
shape=smooth_decline_alpha=0.70_tier=uniform_N=50000,0.7,0.666418004951337,0.6699894816366161,0.038481072945162294,100,smooth_decline,uniform,50000,-0.033581995048662994
shape=smooth_decline_alpha=0.95_tier=century_heavy_N=10000,0.95,0.8986480058087659,0.9098750968998943,0.04586805676302107,100,smooth_decline,century_heavy,10000,-0.05135199419123404
shape=smooth_decline_alpha=0.95_tier=century_heavy_N=2000,0.95,0.7960369985798742,0.8212845823348229,0.1086268524831635,100,smooth_decline,century_heavy,2000,-0.15396300142012576
shape=smooth_decline_alpha=0.95_tier=century_heavy_N=50000,0.95,0.9287165851112856,0.9312317156037917,0.023891853287100577,100,smooth_decline,century_heavy,50000,-0.021283414888714325
shape=smooth_decline_alpha=0.95_tier=half_century_heavy_N=10000,0.95,0.8957257821770855,0.8987504604278009,0.03845979445050616,100,smooth_decline,half_century_heavy,10000,-0.05427421782291442
shape=smooth_decline_alpha=0.95_tier=half_century_heavy_N=2000,0.95,0.8581828208517943,0.8563852470611928,0.058193733362619675,100,smooth_decline,half_century_heavy,2000,-0.09181717914820564
shape=smooth_decline_alpha=0.95_tier=half_century_heavy_N=50000,0.95,0.9250941375520503,0.9264816644496594,0.024616226081891693,100,smooth_decline,half_century_heavy,50000,-0.024905862447949678
shape=smooth_decline_alpha=0.95_tier=pilot_proxy_N=10000,0.95,0.8932899307051432,0.8986628699017452,0.044625715841523576,100,smooth_decline,pilot_proxy,10000,-0.05671006929485678
shape=smooth_decline_alpha=0.95_tier=pilot_proxy_N=2000,0.95,0.8169183729359861,0.8393010553897857,0.0865202764765332,100,smooth_decline,pilot_proxy,2000,-0.13308162706401383
shape=smooth_decline_alpha=0.95_tier=pilot_proxy_N=50000,0.95,0.9240726156588598,0.92883273295921,0.02333396037897439,100,smooth_decline,pilot_proxy,50000,-0.02592738434114017
shape=smooth_decline_alpha=0.95_tier=reign_heavy_N=10000,0.95,0.9053203279853677,0.9108951702249923,0.04031910824125872,100,smooth_decline,reign_heavy,10000,-0.0446796720146323
shape=smooth_decline_alpha=0.95_tier=reign_heavy_N=2000,0.95,0.8682637168534894,0.8681785896278078,0.042111865468123184,100,smooth_decline,reign_heavy,2000,-0.0817362831465106
shape=smooth_decline_alpha=0.95_tier=reign_heavy_N=50000,0.95,0.927348483159334,0.9321285989628461,0.023348304491070504,100,smooth_decline,reign_heavy,50000,-0.02265151684066591
shape=smooth_decline_alpha=0.95_tier=uniform_N=10000,0.95,0.9004919813232865,0.905698712466997,0.04561833287384148,100,smooth_decline,uniform,10000,-0.049508018676713506
shape=smooth_decline_alpha=0.95_tier=uniform_N=2000,0.95,0.8390104761559684,0.8603769547105447,0.07771139237076698,100,smooth_decline,uniform,2000,-0.1109895238440316
shape=smooth_decline_alpha=0.95_tier=uniform_N=50000,0.95,0.9207055449008419,0.9261404661612086,0.023611393971022153,100,smooth_decline,uniform,50000,-0.029294455099158068
shape=smooth_growth_alpha=0.05_tier=century_heavy_N=10000,0.05,0.10134605261778228,0.09444501631363927,0.031410559795612775,100,smooth_growth,century_heavy,10000,0.05134605261778227
shape=smooth_growth_alpha=0.05_tier=century_heavy_N=2000,0.05,0.1586247187745828,0.15718393531439365,0.04388448352668041,100,smooth_growth,century_heavy,2000,0.10862471877458281
shape=smooth_growth_alpha=0.05_tier=century_heavy_N=50000,0.05,0.07035510008569404,0.06811464223138484,0.02143722131412244,100,smooth_growth,century_heavy,50000,0.020355100085694036
shape=smooth_growth_alpha=0.05_tier=half_century_heavy_N=10000,0.05,0.11193892528467293,0.1062915065638733,0.02986824995284516,100,smooth_growth,half_century_heavy,10000,0.06193892528467293
shape=smooth_growth_alpha=0.05_tier=half_century_heavy_N=2000,0.05,0.17446865424628566,0.1708963505923087,0.055853284099643054,100,smooth_growth,half_century_heavy,2000,0.12446865424628566
shape=smooth_growth_alpha=0.05_tier=half_century_heavy_N=50000,0.05,0.07876524216685973,0.07605542441059818,0.018782801231961695,100,smooth_growth,half_century_heavy,50000,0.02876524216685973
shape=smooth_growth_alpha=0.05_tier=pilot_proxy_N=10000,0.05,0.09939497733829038,0.0952009654857763,0.026125817652935063,100,smooth_growth,pilot_proxy,10000,0.049394977338290375
shape=smooth_growth_alpha=0.05_tier=pilot_proxy_N=2000,0.05,0.16749836028478932,0.15666256722079172,0.05006124125198362,100,smooth_growth,pilot_proxy,2000,0.11749836028478931
shape=smooth_growth_alpha=0.05_tier=pilot_proxy_N=50000,0.05,0.06781654096885915,0.06703506333558516,0.018257758896323667,100,smooth_growth,pilot_proxy,50000,0.01781654096885915
shape=smooth_growth_alpha=0.05_tier=reign_heavy_N=10000,0.05,0.1185145850600376,0.11471174990326061,0.027405604416045653,100,smooth_growth,reign_heavy,10000,0.0685145850600376
shape=smooth_growth_alpha=0.05_tier=reign_heavy_N=2000,0.05,0.18133864718917092,0.1758756318952162,0.0518518332441113,100,smooth_growth,reign_heavy,2000,0.13133864718917093
shape=smooth_growth_alpha=0.05_tier=reign_heavy_N=50000,0.05,0.08869540194653686,0.08656331390425419,0.016750825580026378,100,smooth_growth,reign_heavy,50000,0.03869540194653685
shape=smooth_growth_alpha=0.05_tier=uniform_N=10000,0.05,0.10462509741411864,0.10243852227652916,0.028030595720439987,100,smooth_growth,uniform,10000,0.05462509741411864
shape=smooth_growth_alpha=0.05_tier=uniform_N=2000,0.05,0.1626712968370076,0.1566147720402036,0.04267544685329249,100,smooth_growth,uniform,2000,0.11267129683700759
shape=smooth_growth_alpha=0.05_tier=uniform_N=50000,0.05,0.07518092628145397,0.07241867707495625,0.01783076442168186,100,smooth_growth,uniform,50000,0.025180926281453964
shape=smooth_growth_alpha=0.30_tier=century_heavy_N=10000,0.3,0.2572463289708249,0.2600798876323982,0.05998111277801529,100,smooth_growth,century_heavy,10000,-0.0427536710291751
shape=smooth_growth_alpha=0.30_tier=century_heavy_N=2000,0.3,0.29197170473344836,0.2812434410302339,0.08521536467946193,100,smooth_growth,century_heavy,2000,-0.008028295266551633
shape=smooth_growth_alpha=0.30_tier=century_heavy_N=50000,0.3,0.2884885925224055,0.28521231404144276,0.03927206404995374,100,smooth_growth,century_heavy,50000,-0.011511407477594493
shape=smooth_growth_alpha=0.30_tier=half_century_heavy_N=10000,0.3,0.3102789983487376,0.3118205180627819,0.046066825836941334,100,smooth_growth,half_century_heavy,10000,0.010278998348737634
shape=smooth_growth_alpha=0.30_tier=half_century_heavy_N=2000,0.3,0.34505210127827396,0.33779185716814364,0.07162879919485282,100,smooth_growth,half_century_heavy,2000,0.04505210127827397
shape=smooth_growth_alpha=0.30_tier=half_century_heavy_N=50000,0.3,0.30517450632741566,0.3041725399645876,0.03388616054291491,100,smooth_growth,half_century_heavy,50000,0.005174506327415673
shape=smooth_growth_alpha=0.30_tier=pilot_proxy_N=10000,0.3,0.25494771304403013,0.25707780035969335,0.07354574667560132,100,smooth_growth,pilot_proxy,10000,-0.045052286955969856
shape=smooth_growth_alpha=0.30_tier=pilot_proxy_N=2000,0.3,0.2674866905877147,0.26158293641952673,0.07115490674823141,100,smooth_growth,pilot_proxy,2000,-0.03251330941228531
shape=smooth_growth_alpha=0.30_tier=pilot_proxy_N=50000,0.3,0.2838226334378077,0.283039934680207,0.04165829969359116,100,smooth_growth,pilot_proxy,50000,-0.016177366562192264
shape=smooth_growth_alpha=0.30_tier=reign_heavy_N=10000,0.3,0.32649945892032606,0.32280521411887825,0.03263461875018626,100,smooth_growth,reign_heavy,10000,0.02649945892032607
shape=smooth_growth_alpha=0.30_tier=reign_heavy_N=2000,0.3,0.37599519114846,0.36964278985404975,0.05181679668820263,100,smooth_growth,reign_heavy,2000,0.07599519114845998
shape=smooth_growth_alpha=0.30_tier=reign_heavy_N=50000,0.3,0.3010163410509771,0.2955114286558602,0.027522386008354275,100,smooth_growth,reign_heavy,50000,0.0010163410509770876
shape=smooth_growth_alpha=0.30_tier=uniform_N=10000,0.3,0.2817027832741878,0.27494193908276465,0.05471214956358405,100,smooth_growth,uniform,10000,-0.018297216725812193
shape=smooth_growth_alpha=0.30_tier=uniform_N=2000,0.3,0.29394085022412303,0.28079818607970897,0.07392701565171668,100,smooth_growth,uniform,2000,-0.00605914977587696
shape=smooth_growth_alpha=0.30_tier=uniform_N=50000,0.3,0.2814974865486718,0.2844977433181285,0.03576955579606896,100,smooth_growth,uniform,50000,-0.018502513451328195
shape=smooth_growth_alpha=0.50_tier=century_heavy_N=10000,0.5,0.4450335255973654,0.4452191894951926,0.07478533197471818,100,smooth_growth,century_heavy,10000,-0.05496647440263458
shape=smooth_growth_alpha=0.50_tier=century_heavy_N=2000,0.5,0.4401089260908819,0.4470560359158611,0.09503314794084712,100,smooth_growth,century_heavy,2000,-0.059891073909118075
shape=smooth_growth_alpha=0.50_tier=century_heavy_N=50000,0.5,0.482397583424952,0.4819404299185155,0.04246592984587041,100,smooth_growth,century_heavy,50000,-0.01760241657504802
shape=smooth_growth_alpha=0.50_tier=half_century_heavy_N=10000,0.5,0.48942372462352596,0.48307258707120015,0.04929843084827287,100,smooth_growth,half_century_heavy,10000,-0.010576275376474042
shape=smooth_growth_alpha=0.50_tier=half_century_heavy_N=2000,0.5,0.49007826174896957,0.4832517819903767,0.07285598094820504,100,smooth_growth,half_century_heavy,2000,-0.009921738251030432
shape=smooth_growth_alpha=0.50_tier=half_century_heavy_N=50000,0.5,0.4868324718126839,0.4930682047820401,0.03970503684624292,100,smooth_growth,half_century_heavy,50000,-0.013167528187316091
shape=smooth_growth_alpha=0.50_tier=pilot_proxy_N=10000,0.5,0.4512248879307053,0.4588026398633206,0.07556353305321042,100,smooth_growth,pilot_proxy,10000,-0.04877511206929469
shape=smooth_growth_alpha=0.50_tier=pilot_proxy_N=2000,0.5,0.4332832926974163,0.45962319669547225,0.12060941047455524,100,smooth_growth,pilot_proxy,2000,-0.06671670730258372
shape=smooth_growth_alpha=0.50_tier=pilot_proxy_N=50000,0.5,0.47734057955883985,0.47785602423732876,0.03971183593489204,100,smooth_growth,pilot_proxy,50000,-0.02265942044116015
shape=smooth_growth_alpha=0.50_tier=reign_heavy_N=10000,0.5,0.4864923870907164,0.48139546486242246,0.042447594732304465,100,smooth_growth,reign_heavy,10000,-0.013507612909283595
shape=smooth_growth_alpha=0.50_tier=reign_heavy_N=2000,0.5,0.5333690941621002,0.5335904938753016,0.050772294273442375,100,smooth_growth,reign_heavy,2000,0.03336909416210021
shape=smooth_growth_alpha=0.50_tier=reign_heavy_N=50000,0.5,0.4888888784532424,0.48857657913974095,0.03146880270807241,100,smooth_growth,reign_heavy,50000,-0.011111121546757585
shape=smooth_growth_alpha=0.50_tier=uniform_N=10000,0.5,0.4653555475194346,0.4672405297016987,0.06030513983697824,100,smooth_growth,uniform,10000,-0.03464445248056541
shape=smooth_growth_alpha=0.50_tier=uniform_N=2000,0.5,0.4500596036883154,0.44003538356199334,0.09152610463369601,100,smooth_growth,uniform,2000,-0.04994039631168462
shape=smooth_growth_alpha=0.50_tier=uniform_N=50000,0.5,0.4833658358448307,0.4816922701714219,0.03852350001518625,100,smooth_growth,uniform,50000,-0.016634164155169273
shape=smooth_growth_alpha=0.70_tier=century_heavy_N=10000,0.7,0.6499336426232836,0.6549334017584272,0.0680763893788727,100,smooth_growth,century_heavy,10000,-0.050066357376716386
shape=smooth_growth_alpha=0.70_tier=century_heavy_N=2000,0.7,0.6027203393144778,0.602760465803991,0.11678159424572866,100,smooth_growth,century_heavy,2000,-0.09727966068552218
shape=smooth_growth_alpha=0.70_tier=century_heavy_N=50000,0.7,0.6832298410842654,0.6884184599804595,0.03962422242359633,100,smooth_growth,century_heavy,50000,-0.016770158915734523
shape=smooth_growth_alpha=0.70_tier=half_century_heavy_N=10000,0.7,0.6687569743247781,0.6632078360219231,0.052020981631464215,100,smooth_growth,half_century_heavy,10000,-0.031243025675221858
shape=smooth_growth_alpha=0.70_tier=half_century_heavy_N=2000,0.7,0.6379511077268163,0.6342393909233706,0.07153227300639164,100,smooth_growth,half_century_heavy,2000,-0.062048892273183665
shape=smooth_growth_alpha=0.70_tier=half_century_heavy_N=50000,0.7,0.6847548445695673,0.6840984764910883,0.03358423184659036,100,smooth_growth,half_century_heavy,50000,-0.0152451554304327
shape=smooth_growth_alpha=0.70_tier=pilot_proxy_N=10000,0.7,0.6660643557891534,0.6694641264058168,0.06600011772614095,100,smooth_growth,pilot_proxy,10000,-0.033935644210846605
shape=smooth_growth_alpha=0.70_tier=pilot_proxy_N=2000,0.7,0.6122020585516623,0.6208684061891626,0.1201077876399195,100,smooth_growth,pilot_proxy,2000,-0.08779794144833764
shape=smooth_growth_alpha=0.70_tier=pilot_proxy_N=50000,0.7,0.6789850863725374,0.6823640561494114,0.03568198094090965,100,smooth_growth,pilot_proxy,50000,-0.02101491362746255
shape=smooth_growth_alpha=0.70_tier=reign_heavy_N=10000,0.7,0.6650976228090034,0.6635383586165544,0.051441340037386686,100,smooth_growth,reign_heavy,10000,-0.034902377190996536
shape=smooth_growth_alpha=0.70_tier=reign_heavy_N=2000,0.7,0.6934459985864312,0.6930162379624263,0.05858331147350928,100,smooth_growth,reign_heavy,2000,-0.006554001413568766
shape=smooth_growth_alpha=0.70_tier=reign_heavy_N=50000,0.7,0.6836625691882624,0.6871974189069447,0.03576037611724203,100,smooth_growth,reign_heavy,50000,-0.016337430811737552
shape=smooth_growth_alpha=0.70_tier=uniform_N=10000,0.7,0.6641147331615201,0.6652031118454933,0.05830111849074999,100,smooth_growth,uniform,10000,-0.03588526683847981
shape=smooth_growth_alpha=0.70_tier=uniform_N=2000,0.7,0.6116287780920387,0.6137825415417926,0.08498485170423542,100,smooth_growth,uniform,2000,-0.0883712219079612
shape=smooth_growth_alpha=0.70_tier=uniform_N=50000,0.7,0.6853065635064799,0.6849571756843456,0.03196719369958012,100,smooth_growth,uniform,50000,-0.014693436493520062
shape=smooth_growth_alpha=0.95_tier=century_heavy_N=10000,0.95,0.9135994409266089,0.9211260375931176,0.039881546115152315,100,smooth_growth,century_heavy,10000,-0.036400559073391014
shape=smooth_growth_alpha=0.95_tier=century_heavy_N=2000,0.95,0.8155057865539106,0.8472817399636285,0.10506797599528352,100,smooth_growth,century_heavy,2000,-0.13449421344608936
shape=smooth_growth_alpha=0.95_tier=century_heavy_N=50000,0.95,0.9311189369837163,0.9358416841755173,0.025078733321055754,100,smooth_growth,century_heavy,50000,-0.018881063016283672
shape=smooth_growth_alpha=0.95_tier=half_century_heavy_N=10000,0.95,0.8932362434412905,0.9013189490315214,0.0484054021062108,100,smooth_growth,half_century_heavy,10000,-0.056763756558709466
shape=smooth_growth_alpha=0.95_tier=half_century_heavy_N=2000,0.95,0.8657175304725141,0.8789583916566813,0.05724805931818241,100,smooth_growth,half_century_heavy,2000,-0.08428246952748586
shape=smooth_growth_alpha=0.95_tier=half_century_heavy_N=50000,0.95,0.9308498335800587,0.9326883347633286,0.01910362928011113,100,smooth_growth,half_century_heavy,50000,-0.019150166419941272
shape=smooth_growth_alpha=0.95_tier=pilot_proxy_N=10000,0.95,0.9053688090210038,0.9131656860696827,0.04451565996751073,100,smooth_growth,pilot_proxy,10000,-0.04463119097899615
shape=smooth_growth_alpha=0.95_tier=pilot_proxy_N=2000,0.95,0.8067856468481451,0.8282704466585993,0.10414582391610358,100,smooth_growth,pilot_proxy,2000,-0.14321435315185482
shape=smooth_growth_alpha=0.95_tier=pilot_proxy_N=50000,0.95,0.9346057608744504,0.9352867539976721,0.018795373041546513,100,smooth_growth,pilot_proxy,50000,-0.015394239125549602
shape=smooth_growth_alpha=0.95_tier=reign_heavy_N=10000,0.95,0.9073890751429364,0.9167071161083107,0.0367847208368882,100,smooth_growth,reign_heavy,10000,-0.042610924857063526
shape=smooth_growth_alpha=0.95_tier=reign_heavy_N=2000,0.95,0.8784729512485836,0.8856173401062206,0.04603065396899309,100,smooth_growth,reign_heavy,2000,-0.07152704875141636
shape=smooth_growth_alpha=0.95_tier=reign_heavy_N=50000,0.95,0.9305552251238018,0.9329786159933924,0.021064625102323188,100,smooth_growth,reign_heavy,50000,-0.019444774876198112
shape=smooth_growth_alpha=0.95_tier=uniform_N=10000,0.95,0.9071006835115525,0.9141435180803882,0.040969562563910086,100,smooth_growth,uniform,10000,-0.04289931648844747
shape=smooth_growth_alpha=0.95_tier=uniform_N=2000,0.95,0.8352302093362839,0.8528375206990442,0.07766694749496598,100,smooth_growth,uniform,2000,-0.11476979066371606
shape=smooth_growth_alpha=0.95_tier=uniform_N=50000,0.95,0.9304748556367592,0.9328224241963124,0.02189744712371065,100,smooth_growth,uniform,50000,-0.01952514436324071
